date,id,n1,n2,n3,n4,n5,n6
2020-11-06,661,19,24,30,32,36,37
2020-11-08,662,3,12,14,16,23,33
2020-11-11,663,4,10,12,17,20,35
2020-11-13,664,8,22,23,33,34,36
2020-11-15,665,14,16,21,29,40,41
2020-11-18,666,18,19,21,31,39,44
2020-11-20,667,2,17,24,29,31,37
2020-11-22,668,9,16,17,24,32,40
2020-11-25,669,1,5,7,8,25,40
2020-11-27,670,1,9,12,13,37,43
2020-11-29,671,6,7,14,18,37,43
2020-12-02,672,4,5,7,10,25,39
2020-12-04,673,3,5,33,37,41,43
2020-12-06,674,11,21,24,27,29,37
2020-12-09,675,16,24,27,31,36,43
2020-12-11,676,23,24,25,35,37,39
2020-12-13,677,10,12,20,36,41,44
2020-12-16,678,10,11,22,27,36,41
2020-12-18,679,4,9,14,23,32,38
2020-12-20,680,15,18,28,30,34,44
2020-12-23,681,7,11,17,31,35,40
2020-12-25,682,6,12,15,22,33,39
2020-12-27,683,3,11,17,19,34,39
2020-12-30,684,1,13,20,26,35,37
2021-01-01,685,10,16,24,26,30,32
2021-01-03,686,4,31,34,36,40,43
2021-01-06,687,22,27,30,35,40,45
2021-01-08,688,8,19,22,25,32,35
2021-01-10,689,10,11,22,32,38,43
2021-01-13,690,19,20,21,28,33,41
2021-01-15,691,4,6,10,13,26,43
2021-01-17,692,4,5,32,39,40,42
2021-01-20,693,7,20,29,30,40,45
2021-01-22,694,1,6,7,20,28,43
2021-01-24,695,8,9,23,25,31,32
2021-01-27,696,1,7,11,28,41,44
2021-01-29,697,6,7,8,29,35,39
2021-01-31,698,4,6,7,11,34,41
2021-02-03,699,7,9,14,23,35,41
2021-02-05,700,2,8,31,32,42,44
2021-02-07,701,1,4,7,15,41,42
2021-02-10,702,8,13,18,19,21,24
2021-02-14,703,3,13,18,21,39,44
2021-02-17,704,3,18,21,22,36,44
2021-02-19,705,12,19,22,23,34,44
2021-02-21,706,6,7,22,24,27,37
2021-02-24,707,2,13,19,33,40,43
2021-02-26,708,11,13,19,27,37,41
2021-02-28,709,4,5,25,28,29,42
2021-03-03,710,1,20,28,37,40,44
2021-03-05,711,9,11,13,21,27,41
2021-03-07,712,4,12,25,28,33,45
2021-03-10,713,5,14,15,19,25,33
2021-03-12,714,5,11,17,34,38,42
2021-03-14,715,1,9,11,32,34,42
2021-03-17,716,6,11,26,28,36,41
2021-03-19,717,5,6,24,34,36,37
2021-03-21,718,8,9,11,31,36,39
2021-03-24,719,7,14,23,26,37,39
2021-03-26,720,2,11,15,18,23,42
2021-03-28,721,23,26,40,41,43,44
2021-03-31,722,2,4,6,36,41,42
2021-04-02,723,1,5,9,16,42,44
2021-04-04,724,5,20,27,30,38,43
2021-04-07,725,13,15,19,25,33,34
2021-04-09,726,3,4,8,17,19,37
2021-04-11,727,3,23,27,32,34,39
2021-04-14,728,11,12,16,18,33,35
2021-04-16,729,8,9,11,28,30,39
2021-04-18,730,7,9,15,23,26,27
2021-04-21,731,3,12,19,27,32,35
2021-04-23,732,13,16,18,22,34,39
2021-04-25,733,8,19,21,28,32,44
2021-04-28,734,21,39,40,41,43,45
2021-04-30,735,3,4,20,21,36,41
2021-05-02,736,7,8,30,35,40,44
2021-05-05,737,3,14,20,22,37,44
2021-05-07,738,10,20,21,27,33,34
2021-05-09,739,1,7,16,24,27,37
2021-05-12,740,9,15,22,27,34,42
2021-05-14,741,3,11,16,20,24,30
2021-05-16,742,13,23,33,37,40,43
2021-05-19,743,3,12,23,29,33,34
2021-05-21,744,4,28,37,38,40,42
2021-05-23,745,11,14,22,26,29,44
2021-05-26,746,1,10,22,36,38,45
2021-05-28,747,2,15,33,41,44,45
2021-05-30,748,7,10,19,30,40,45
2021-06-02,749,10,20,22,26,31,42
2021-06-04,750,19,24,31,32,35,36
2021-06-06,751,5,7,10,13,14,42
2021-06-09,752,2,7,18,20,24,36
2021-06-11,753,8,12,13,14,32,40
2021-06-13,754,3,10,12,13,36,44
2021-06-16,755,11,19,24,28,31,39
2021-06-18,756,10,11,28,29,40,42
2021-06-20,757,10,24,27,42,43,45
2021-06-23,758,4,7,20,28,33,41
2021-06-25,759,3,5,6,23,24,39
2021-06-27,760,5,10,29,37,42,44
2021-06-30,761,2,5,6,8,10,32
2021-07-02,762,1,14,15,18,32,45
2021-07-04,763,3,14,15,21,26,37
2021-07-07,764,1,6,13,30,34,43
2021-07-09,765,4,9,17,18,28,32
2021-07-11,766,2,8,15,17,19,30
2021-07-14,767,4,11,22,29,37,43
2021-07-16,768,1,9,18,26,41,45
2021-07-18,769,3,8,19,21,25,36
2021-07-21,770,8,10,12,29,34,37
2021-07-23,771,19,26,31,33,41,42
2021-08-18,772,10,16,19,27,28,36
2021-08-20,773,4,8,17,27,32,36
2021-08-22,774,6,7,18,25,40,43
2021-08-25,775,1,3,5,17,22,33
2021-08-27,776,4,10,11,15,24,37
2021-08-29,777,1,18,21,25,27,35
2021-09-01,778,6,13,33,34,40,45
2021-09-03,779,6,11,18,23,32,44
2021-09-05,780,15,18,25,27,29,34
2021-09-08,781,4,18,28,32,36,40
2021-09-10,782,10,16,22,36,43,44
2021-09-12,783,4,8,21,29,33,45
2021-09-15,784,11,14,17,24,29,35
2021-09-17,785,6,10,15,37,39,44
2021-09-19,786,6,24,28,31,36,43
2021-09-22,787,5,10,19,22,36,45
2021-09-24,788,1,4,7,14,16,41
2021-09-26,789,13,27,34,35,36,41
2021-09-29,790,6,15,16,27,36,42
2021-10-01,791,11,15,17,27,28,45
2021-10-03,792,6,12,28,30,39,42
2021-10-06,793,9,11,15,20,32,36
2021-10-08,794,4,13,18,23,33,43
2021-10-10,795,3,25,26,29,40,42
2021-10-13,796,20,34,37,39,41,42
2021-10-15,797,5,13,17,20,29,45
2021-10-17,798,4,12,21,22,27,40
2021-10-20,799,5,9,33,40,41,45
2021-10-22,800,3,5,6,9,28,43
2021-10-24,801,6,29,31,32,39,44
2021-10-27,802,13,17,26,29,33,39
2021-10-29,803,17,19,22,31,32,34
2021-10-31,804,9,14,17,18,36,41
2021-11-03,805,3,13,15,23,24,44
2021-11-05,806,10,16,36,40,41,42
2021-11-07,807,5,20,24,25,35,36
2021-11-10,808,17,18,19,20,27,44
2021-11-12,809,11,14,18,24,35,37
2021-11-14,810,3,5,18,28,42,43
2021-11-17,811,4,15,25,26,32,35
2021-11-19,812,9,10,26,28,39,43
2021-11-21,813,1,12,29,40,44,45
2021-11-24,814,2,10,18,23,34,36
2021-11-26,815,4,18,25,29,32,34
2021-11-28,816,13,17,26,27,31,37
2021-12-01,817,8,9,30,31,38,45
2021-12-03,818,10,14,29,37,38,40
2021-12-05,819,3,5,6,31,34,35
2021-12-08,820,2,3,16,19,22,34
2021-12-10,821,1,4,17,19,24,42
2021-12-12,822,16,21,29,40,41,43
2021-12-15,823,3,18,29,30,39,41
2021-12-17,824,8,15,16,21,25,33
2021-12-19,825,12,15,24,30,36,45
2021-12-22,826,8,16,17,23,28,38
2021-12-24,827,3,17,25,26,36,38
2021-12-26,828,4,11,16,24,35,44
2021-12-29,829,5,27,33,34,38,40
2021-12-31,830,2,5,12,33,41,45
2022-01-02,831,11,17,30,36,41,45
2022-01-05,832,1,3,8,9,35,40
2022-01-07,833,10,13,24,28,38,44
2022-01-09,834,6,7,11,22,35,41
2022-01-12,835,3,6,13,15,36,44
2022-01-14,836,5,14,27,30,38,45
2022-01-16,837,1,3,4,5,32,33
2022-01-19,838,14,21,25,34,37,39
2022-01-21,839,1,13,17,24,27,42
2022-01-23,840,13,20,24,32,34,40
2022-01-26,841,5,11,15,18,27,43
2022-01-28,842,4,6,12,26,27,39
2022-01-30,843,1,7,22,26,28,41
2022-02-02,844,5,6,14,20,31,38
2022-02-04,845,11,16,18,38,40,43
2022-02-06,846,5,9,21,24,34,39
2022-02-09,847,3,20,27,37,44,45
2022-02-11,848,10,11,19,38,41,44
2022-02-13,849,14,21,22,24,28,45
2022-02-16,850,2,5,8,16,22,42
2022-02-18,851,3,14,20,26,28,36
2022-02-20,852,4,6,16,30,43,44
2022-02-23,853,2,16,18,19,24,29
2022-02-25,854,10,13,30,33,39,41
2022-02-27,855,10,20,25,27,38,45
2022-03-02,856,7,10,13,20,21,34
2022-03-04,857,3,19,21,24,27,38
2022-03-06,858,11,16,21,33,34,42
2022-03-09,859,3,15,35,39,40,43
2022-03-11,860,6,20,23,29,34,45
2022-03-13,861,1,5,19,20,23,38
2022-03-16,862,10,11,14,24,31,45
2022-03-18,863,6,10,15,29,41,42
2022-03-20,864,1,9,10,12,22,44
2022-03-23,865,2,9,37,38,40,43
2022-03-25,866,1,12,13,27,29,35
2022-03-27,867,8,17,21,39,44,45
2022-03-30,868,1,12,26,28,39,45
2022-04-01,869,2,19,25,32,41,44
2022-04-03,870,5,11,20,26,40,43
2022-04-06,871,13,17,19,25,32,45
2022-04-08,872,2,13,16,19,20,36
2022-04-10,873,4,17,28,30,38,42
2022-04-13,874,1,7,20,25,40,41
2022-04-15,875,9,18,21,25,35,44
2022-04-17,876,5,13,15,28,38,40
2022-04-20,877,1,8,17,21,27,37
2022-04-22,878,11,13,15,18,24,36
2022-04-24,879,9,12,23,30,32,40
2022-04-27,880,3,9,14,17,27,32
2022-04-29,881,5,12,16,25,26,32
2022-05-01,882,8,21,26,35,37,42
2022-05-04,883,1,4,23,28,33,38
2022-05-06,884,1,3,15,16,34,43
2022-05-08,885,4,12,20,25,35,37
2022-05-11,886,2,6,7,18,34,41
2022-05-13,887,7,8,18,29,41,44
2022-05-15,888,5,20,21,31,34,37
2022-05-18,889,3,17,23,37,40,42
2022-05-20,890,12,17,34,39,44,45
2022-05-22,891,1,7,10,24,33,40
2022-05-25,892,19,26,27,39,44,45
2022-05-27,893,16,21,23,27,35,41
2022-05-29,894,2,6,19,24,30,42
2022-06-01,895,6,10,21,23,28,39
2022-06-03,896,5,8,34,38,39,41
2022-06-05,897,6,8,21,28,30,35
2022-06-08,898,2,10,13,15,22,36
2022-06-10,899,10,23,25,26,30,41
2022-06-12,900,6,14,19,22,40,42
2022-06-15,901,1,6,12,20,36,39
2022-06-17,902,5,8,26,29,35,44
2022-06-19,903,1,24,25,31,39,40
2022-06-22,904,3,20,23,30,33,35
2022-06-24,905,7,16,18,32,34,44
2022-06-26,906,3,7,8,18,27,36
2022-06-29,907,1,19,20,27,30,32
2022-07-01,908,17,26,30,31,33,39
2022-07-03,909,8,14,17,20,21,40
2022-07-06,910,4,12,14,15,41,42
2022-07-08,911,6,7,12,18,21,43
2022-07-10,912,12,23,29,36,37,41
2022-07-13,913,4,9,21,28,35,37
2022-07-15,914,4,30,35,39,42,43
2022-07-17,915,7,13,20,23,27,29
2022-07-20,916,5,6,20,22,26,39
2022-07-22,917,4,10,18,22,31,37
2022-07-24,918,4,11,17,29,30,44
2022-07-27,919,9,15,18,22,32,41
2022-07-29,920,5,7,11,20,31,37
2022-07-31,921,3,8,15,16,40,42
2022-08-03,922,5,14,30,36,38,42
2022-08-05,923,10,13,14,32,37,42
2022-08-07,924,6,9,10,13,24,27
2022-08-10,925,4,8,10,15,26,31
2022-08-12,926,5,7,16,20,36,41
2022-08-14,927,9,13,21,24,34,35
2022-08-17,928,23,29,35,37,39,45
2022-08-19,929,25,26,33,39,41,43
2022-08-21,930,5,19,21,23,28,36
2022-08-24,931,12,20,21,23,27,34
2022-08-26,932,3,30,31,32,36,45
2022-08-28,933,8,16,31,37,39,41
2022-08-31,934,4,10,28,29,31,34
2022-09-02,935,2,3,14,21,31,33
2022-09-04,936,5,17,19,27,35,39
2022-09-07,937,8,9,10,20,35,38
2022-09-09,938,4,6,13,14,28,39
2022-09-11,939,4,15,20,31,43,44
2022-09-14,940,3,12,15,20,24,45
2022-09-16,941,2,26,35,41,42,43
2022-09-18,942,3,5,10,17,25,29
2022-09-21,943,5,10,14,25,42,45
2022-09-23,944,1,12,21,28,30,44
2022-09-25,945,3,5,8,31,33,34
2022-09-28,946,4,5,7,24,27,30
2022-09-30,947,4,11,19,20,35,41
2022-10-02,948,3,17,28,30,31,32
2022-10-05,949,9,18,23,24,29,34
2022-10-07,950,18,20,29,34,36,38
2022-10-09,951,13,15,20,25,35,43
2022-10-12,952,1,7,13,16,27,35
2022-10-14,953,1,6,22,25,30,34
2022-10-16,954,2,5,19,26,38,40
2022-10-19,955,1,3,7,10,21,29
2022-10-21,956,10,16,17,18,34,42
2022-10-23,957,2,11,18,33,36,45
2022-10-26,958,2,3,10,15,31,36
2022-10-28,959,16,21,22,33,42,45
2022-10-30,960,15,27,31,36,38,41
2022-11-02,961,2,17,23,27,37,42
2022-11-04,962,9,13,16,24,33,45
2022-11-06,963,8,10,12,14,17,31
2022-11-09,964,7,9,16,20,30,32
2022-11-11,965,2,3,9,15,17,43
2022-11-13,966,3,4,27,32,40,43
2022-11-16,967,2,3,12,32,35,44
2022-11-18,968,15,16,22,25,29,33
2022-11-20,969,1,4,14,22,24,40
2022-11-23,970,4,13,15,20,37,38
2022-11-25,971,14,20,24,30,35,41
2022-11-27,972,1,26,27,35,36,43
2022-11-30,973,7,15,20,25,32,37
